AppNumber,Applicant Type,First Name,Middle Name,Last Name,Name Suffix,Institution,Full Address,City,State,Postal Code,Country,Council Date,Year Awarded,Project Title,Category,Program,Division,Approved Outright,Approved Matching,Award Outright,Award Matching,Original Amount,Begin Grant,End Grant,Project Description,To Support Statement,Supplement Amount,Supplement Count,Supplementary Fields need work (may repeat?)
RO-0381-79,O,George,H.,Williams,,Harvard University,Cambridge MA 2138,Cambridge,MA,2138,USA,1900-01,1979,Polish Church History,Humanities,Basic Research,Research Programs,"$15,000.00",$0.00,"$15,000.00",$0.00,"$15,000.00",7/1/79,6/30/80,,A study of religion in 17th-century Poland.,,0,-
FT-0223-79,I,Gerhild,S.,Williams,,Unknown,,,,,,1978-11,1979,"Fellowship, German Language",Humanities,Summer Stipends,Research Programs,"$2,500.00",$0.00,"$2,500.00",$0.00,"$2,500.00",5/1/79,9/30/79,,,,0,-
CM-0854-79,O,James,A.,Williams,,Hanford Mills Museum,East Meredith NY 13757,East Meredith,NY,13757,USA,1979-05,1971,Challenge Grant,Humanities,Museum Challenge Grants,Challenge Grants,$0.00,"$10,000.00",$0.00,"$10,000.00","$10,000.00",10/1/78,6/30/83,,,,0,-
GD-1019-79,O,Joan,S.,Williams,,Anthropology Film Center,Santa Fe NM 87504,Santa Fe,NM,87504,USA,1900-01,1979,Conference on Anthroplogy and the Public: Needs and Visions,Anthropology,Public Programs Special Projects (GD),Public Programs,"$17,476.00",$0.00,"$17,476.00",$0.00,"$17,476.00",6/1/79,9/30/79,,To support a conference of scholars and film producers to discuss specific needs of the general public and special interest groups for information on anthropological methods and theory.,,0,-
RS-0825-77,O,John,Alexander,Williams,,West Virginia University,Morgantown WV 26506,Morgantown,WV,26506,USA,1977-05,1977,Analysis and Classification of State Historical Writing,Humanities,State and Local and Regional Studies,Research Programs,"$50,897.54",$0.00,"$50,897.54",$0.00,"$50,897.54",10/1/77,6/30/80,,,,0,-
FS-0093-78,O,Joseph,M.,Williams,,University of Chicago,Chicago IL 60637,Chicago,IL,60637,USA,1977-11,1978,"Summer Seminar: ""Style and the Structure of Discourse""",Humanities,Seminars for College Teachers,Education Programs,"$41,501.86",$0.00,"$41,501.86",$0.00,"$41,501.86",1/1/78,3/31/79,,,,0,-
GY-1327-79,I,Mike,,Williams,,Unknown,,,,,,1979-08,1979,"An Oral History of the Southern Textile Community of Pratt- ville, Alabama",Humanities,Younger Scholars - 02/76 thru 02/85,Public Programs,"$9,950.00",$0.00,"$9,950.00",$0.00,"$9,950.00",10/1/79,2/28/81,,"Supports a study of the early development of the dominant textile industry in and around Prattville, Alabama.",,0,-
ED-1198-78,O,Peter,C.,Williams,,"SUNY Research Foundation, Stony Brook",Stony Brook NY 11794,Stony Brook,NY,11794,USA,1978-08,1978,The Humanities and Health,Humanities,Education Development and Demonstration,Education Programs,"$153,766.00",$0.00,"$148,471.07",$0.00,"$148,471.07",8/15/78,8/31/82,,,,0,-
FB-0133-79,I,Peter,W.,Williams,,Unknown,,,,,,1978-11,1979,"Fellowship, Religion",Humanities,Fellowships for College Teachers and Independent Scholars,Research Programs,"$19,700.00",$0.00,"$19,700.00",$0.00,"$19,700.00",8/15/79,8/14/80,,,,0,-
EP-1006-79,O,R. Darby,,Williams,,Franklin University,Columbus OH 43215,Columbus,OH,43215,USA,1979-05,1979,An Interdisciplinary Core Humanities Program: Images and Ideas in Culture,"Philosophy, General; Literature, General; Interdisciplinary Studies, General",Pilot Grants - Education,Education Programs,"$47,800.00",$0.00,"$47,800.00",$0.00,"$47,800.00",6/1/79,5/31/81,,"To provide a common humanities core by introducing a 2-course interdisciplinarysequence: Humanities I and I: Images and Ideas in Culture, a chronological survey from Egyptian to Modern Times, incorporating philosophy, literature, music, fine arts, and history of ideas. Proj. Director",,0,-
CR-0721-77,O,Richmond,D.,Williams,,"Eleutherian Mills-Hagley Foundation, Inc.",Wilmington DE 19807,Wilmington,DE,19807,USA,1977-05,1977,Challenge Grant,Humanities,Research Challenge Grants,Challenge Grants,$0.00,"$205,000.00",$0.00,"$205,000.00","$205,000.00",5/1/77,6/30/80,,,,0,-
RX-1127-78,O,Ray,A.,Williamson,,"St. John's College, Santa Fe",Santa Fe NM 87505,Santa Fe,NM,87505,USA,1978-08,1978,Arhaeoastronomy in the Americas,Humanities,Conferences,Research Programs,"$10,000.00",$0.00,"$10,000.00",$0.00,"$10,000.00",4/1/79,8/31/80,,,,0,-
EI-0015-77,O,Daniel,,Williman,,(DO NOT USE) Research Foundation of SUNY,Albany NY 12201,Albany,NY,12201,USA,1976-11,1977,UNDERGRADUATE MAJOR PROGRAM IN MEDIEVAL STUDIES,Humanities,Institutional Development,Education Programs,"$199,799.46",$0.00,"$199,799.46",$0.00,"$199,799.46",1/1/77,12/31/79,,,,0,-
RT-0732-79,O,Daniel,,Williman,,(DO NOT USE) Research Foundation of SUNY,Albany NY 12201,Albany,NY,12201,USA,1979-05,1979,Discovery of the Provenances of Manuscripts by Probatoria,Humanities,Reference Materials - Tools,Preservation and Access,"$23,113.00",$0.00,"$23,113.00",$0.00,"$23,113.00",9/1/79,5/31/81,,"To discover, by computer matching of probatoria readings from manuscripts in the Bibliotheque National in Paris, as many medieval provenances as possible.",,0,-
EC-0038-79,O,Gladys,J.,Willis,,"Lincoln University, Pennsylvania",Lincoln University PA 19352,Lincoln University,PA,19352,USA,1978-08,1979,CONSULTANT GRANT,"Composition and Rhetoric; Interdisciplinary Studies, General",Education Consultant Grants,Education Programs,"$3,303.00",$0.00,"$3,303.00",$0.00,"$3,303.00",9/1/78,11/30/79,,To recognize the present humanities program in response to student needs and interest. Consultant advise on successful innovative programs elswhere might suit Lincoln University is requested.,,0,-
FT-0225-79,I,J.,H.,Willis,Jr,Unknown,,,,,,1978-11,1979,"Fellowship, English Literature",Humanities,Summer Stipends,Research Programs,"$2,500.00",$0.00,"$2,500.00",$0.00,"$2,500.00",5/1/79,9/30/79,,,,0,-
GN-0929-78,O,Jack,L.,Willis,,"Cinelit, Inc.",New York NY 10036,New York,NY,10036,USA,1978-05,1978,Edith Wharton Television Series,Humanities,"Media, Humanities Projects in",Public Programs,"$1,450,000.00",$0.00,"$1,450,000.00",$0.00,"$1,450,000.00",8/1/78,7/31/82,,,,0,-
GN-1381-79,O,Jack,L.,Willis,,Center for Documentary Media,New York NY 10036,New York,NY,10036,USA,1979-08,1979,The Civil Rights Project,Humanities,"Media, Humanities Projects in",Public Programs,"$400,000.00",$0.00,"$400,000.00",$0.00,"$400,000.00",10/1/79,2/28/83,,Supports the production of a three-hour color documentary film examining the history and development of the civil rights movement in the South.,,0,-
FT-0224-79,I,Janice,Dean,Willis,,Unknown,,,,,,1978-11,1979,"Fellowship, Non-Western Religion",Humanities,Summer Stipends,Research Programs,"$2,500.00",$0.00,"$2,500.00",$0.00,"$2,500.00",5/1/79,9/30/79,,,,0,-
EH-0015-75,O,Paul,A.,Willis,,University of Kentucky,Lexington KY 40506,Lexington,KY,40506,USA,1974-08,1974,COLLEGE LIBRARY PROGRAM,Humanities,Institutes for College and University Teachers,Education Programs,$0.00,"$24,318.43",$0.00,"$24,318.43","$24,318.43",8/1/74,7/31/79,,,,0,-
ES-0552-79,O,Benjamin,C.,Wilson,,Western Michigan University,Kalamazoo MI 49008,Kalamazoo,MI,49008,USA,1979-02,1979,Pictorial History of Blacks in Southwestern Michigan,Rural Studies; African American Studies,Institutes for School Teachers,Education Programs,"$54,568.14",$0.00,"$54,568.14",$0.00,"$54,568.14",4/1/79,6/30/80,,To produce audio-visual kits from photographic records of 1840-1929 held by descendants of the early black pioneers in rural southwestern Michigan.,,0,-
FT-0226-79,I,Elizabeth,R.,Wilson,,Unknown,,,,,,1978-11,1979,"Fellowship, French Language",Humanities,Summer Stipends,Research Programs,"$2,500.00",$0.00,"$2,500.00",$0.00,"$2,500.00",5/1/79,9/30/79,,,,0,-
RS-1306-79,I,Emily,H.,Wilson,,Unknown,,,,,,1979-08,1979,Older Black Women in North Carolina,Humanities,State and Local and Regional Studies,Research Programs,"$59,466.00",$0.00,"$59,466.00",$0.00,"$59,466.00",9/1/79,12/31/81,,An oral and photographic history of older black women in North Carolina.,,0,-
FB-0134-79,I,Gordon,,Wilson,,Unknown,,,,,,1978-11,1979,"Fellowship, Philosophy",Humanities,Fellowships for College Teachers and Independent Scholars,Research Programs,"$20,000.00",$0.00,"$20,000.00",$0.00,"$20,000.00",6/15/79,6/14/80,,,,0,-
EH-0568-76,O,Janice,J.,Wilson,,"California State College, Rohnert Park",Rohnert Park CA 94928,Rohnert Park,CA,94928,USA,1976-02,1976,Floating faculty positions for Cross-Disciplinary Teaching,"Interdisciplinary Studies, General; Humanities",Institutes for College and University Teachers,Education Programs,"$54,282.51",$0.00,"$54,282.51",$0.00,"$54,282.51",9/1/76,1/30/79,,To support released time for faculty to prepare and present as visitors components of their speciality in courses already offered as part of the regular curriculum. Proj. Director,,0,-
SO-0920-76,O,John,,Wilson,,Virginia Foundation for the Humanities,Charlottesville VA 22903,Charlottesville,VA,22903,USA,1976-08,1976,The Pursuit of Freedom and Equity,Humanities,State Programs (SO),Federal/State Partnership,"$361,939.99",$0.00,"$361,939.99",$0.00,"$361,939.99",10/1/76,6/15/79,,,,0,-
GM-1557-78,O,Marc,F.,Wilson,,Nelson-Atkins Museum of Art,Kansas City MO 64119,Kansas City,MO,64119,USA,1978-08,1978,Chinese Painting,Humanities,"Museums and Historical Organizations, Humanities Projects in",Public Programs,"$140,000.00",$0.00,"$140,000.00",$0.00,"$140,000.00",4/1/80,6/30/81,,,,0,-
RC-1097-76,O,Robert,,Wilson,,"Harmonie Associates, Inc.",Ambridge PA 15003,Ambridge,PA,15003,USA,1976-02,1976,CATALOGING OF ARCHIVES OF THE HARMONY SOCIETY,Humanities,Reference Materials - Access,Preservation and Access,"$25,000.00",$0.00,"$25,000.00",$0.00,"$25,000.00",11/1/76,3/1/79,,,,0,-
FR-1062-79,O,Robert,N.,Wilson,,"University of North Carolina, Chapel Hill",Chapel Hill NC 27599,Chapel Hill,NC,27599,USA,1979-02,1979,Sociological And Psychological Aspects of Modern Literature,Humanities,Residential College Teacher - 1976 thru 1981,Research Programs,"$43,455.00",$0.00,"$43,332.62",$0.00,"$43,332.62",1/1/80,8/31/81,,,,0,-
RE-0493-77,O,Charles,M.,Wiltse,,Dartmouth College,Hanover NH 3755,Hanover,NH,3755,USA,1977-02,1977,The Papers of Daniel Webster,Humanities,Editions,Research Programs,"$106,850.00","$40,000.00","$106,850.00","$40,000.00","$146,850.00",4/1/77,5/31/79,,,,0,-
RE-1437-78,O,Charles,M.,Wiltse,,Dartmouth College,Hanover NH 3755,Hanover,NH,3755,USA,1978-08,1978,The Papers of Daniel Webster,Humanities,Editions,Research Programs,"$50,000.00","$35,000.00","$50,000.00","$35,000.00","$85,000.00",10/1/78,7/31/80,,,,0,-
GN-0314-75,O,Ethel,,Winant,,Children's Television Workshop,New York NY 10023,New York,NY,10023,USA,1975-02,1975,American History Series,Humanities,"Media, Humanities Projects in",Public Programs,"$1,000,000.00","$1,800,000.00","$1,000,000.00","$1,800,000.00","$2,800,000.00",3/1/75,8/15/79,,,,0,-
ES-1028-76,O,Harold,B.,Wingard,,San Diego Unified School District,San Diego CA 92103,San Diego,CA,92103,USA,1976-08,1976,Intercultural Language School Humanities Project,Humanities,Institutes for School Teachers,Education Programs,"$60,787.00",$0.00,"$54,338.00",$0.00,"$54,338.00",12/1/76,6/30/81,,,,0,-
RL-1213-77,O,Rudolf,M.,Winkes,,Brown University,Providence RI 2912,Providence,RI,2912,USA,1977-08,1977,Riegl's Spatromische Kunstindustrie,Humanities,Translations,Research Programs,"$17,730.00",$0.00,"$17,730.00",$0.00,"$17,730.00",12/1/77,6/30/79,,,,0,-
RT-0035-78,O,Henry,R.,Winkler,,American Historical Association,Washington DC 20003,Washington,DC,20003,USA,1977-08,1978,"BIBLIOGRAPHY OF WRITING ON BRITISH HISTORY, 1914-1975",Humanities,Reference Materials - Tools,Preservation and Access,"$20,920.00",$0.00,"$19,620.00",$0.00,"$19,620.00",10/1/77,9/30/80,,,,0,-
EP-0453-77,O,William,J.,Winslade,,"University of California, Los Angeles",Los Angeles CA 90095,Los Angeles,CA,90095,USA,1977-02,1977,"The Humanities, Law and Medicine: Promoting Interaction",Humanities,Pilot Grants - Education,Education Programs,"$49,904.00",$0.00,"$49,904.00",$0.00,"$49,904.00",7/1/77,6/30/79,,,,0,-
ED-1199-79,O,William,J.,Winslade,,"University of California, Los Angeles",Los Angeles CA 90095,Los Angeles,CA,90095,USA,1979-08,1979,"Humanities, Medicine & Law: Transdisciplinary Perspectives","History and Philosophy of Science, Technology, and Medicine; Composition and Rhetoric; Ethics",Education Development and Demonstration,Education Programs,"$202,171.00",$0.00,"$200,308.35",$0.00,"$200,308.35",9/1/79,6/30/83,,To conduct a program of 6 undergraduate courses a year demonstrating the contribution of the humanities to legal and ethical problems in health care issues; to provide a structure within the improvement of student writing; to increase humanities faculty participation in the program. Proj. Director,,0,-
GY-0498-78,I,Diane,,Winston,,Unknown,,,,,,1978-02,1978,A Cross-Cultural Video Study of Immig. Women's Rituals Focus on Jewish Sabbath,Humanities,Younger Scholars - 02/76 thru 02/85,Public Programs,"$9,888.00",$0.00,"$9,888.00",$0.00,"$9,888.00",5/1/78,4/30/79,,,,0,-
GP-1328-79,O,Michael,R.,Winston,,Howard University,Washington DC 20059,Washington,DC,20059,USA,1979-08,1979,Voices of the Civil Rights Movement,Humanities,Special Projects,Public Programs,"$100,000.00",$0.00,"$95,661.48",$0.00,"$95,661.48",10/1/79,9/30/80,,Supports a national conference of scholars and civil rights movement activists to plan and develop a series of public programs on the history of the civil rights movement of the past 20 years.,,0,-
FR-0644-79,O,Walter,R.,Winterowd,,University of Southern California,Los Angeles CA 90089,Los Angeles,CA,90089,USA,1979-02,1979,"NEH Fellowship Seminar: ""Literature and Literacy""",Humanities,Residential College Teacher - 1976 thru 1981,Research Programs,"$32,274.00",$0.00,"$32,274.00",$0.00,"$32,274.00",3/1/80,5/31/81,,,,0,-
SO-0542-78,O,Rollin,Oakley,Winters,,North Carolina Humanities Council,Greensboro NC 27401,Greensboro,NC,27401,USA,1977-05,1978,Administrative Grant,Humanities,State Programs (SO),Federal/State Partnership,"$19,998.30",$0.00,"$19,998.30",$0.00,"$19,998.30",10/1/77,9/30/79,,,,0,-
ES-0559-78,O,Joseph,A.,Wipf,,Purdue University,West Lafayette IN 47907,West Lafayette,IN,47907,USA,1978-02,1978,FOREIGN LANGUAGE TEACHER INSTITUTE,Humanities,Institutes for School Teachers,Education Programs,"$76,565.79",$0.00,"$76,565.79",$0.00,"$76,565.79",6/26/78,6/25/79,,,,0,-
RO-1634-78,O,Frederick,M.,Wirt,,"University of Illinois, Urbana-Champaign",Champaign IL 61820,Champaign,IL,61820,USA,1978-08,1978,URBAN SOCIALIZATION PROCESSES AMONG THREE GENERATIONS,Humanities,Basic Research,Research Programs,"$65,608.00",$0.00,"$62,248.47",$0.00,"$62,248.47",1/1/79,12/31/81,,,,0,-
RX-1106-78,O,John,D.,Wirth,,Stanford University,Stanford CA 94305,Stanford,CA,94305,USA,1978-05,1978,Native American States and Indianist Policy,Humanities,Conferences,Research Programs,"$13,928.00",$0.00,"$13,928.00",$0.00,"$13,928.00",10/1/78,6/30/79,,,,0,-
RO-0728-77,O,James,,Wiseman,,Boston University,Boston MA 2215,Boston,MA,2215,USA,1977-02,1977,Stobi Excavation: Interdisciplinary Archaeology in Yugoslavian Macedonia,Humanities,Basic Research,Research Programs,"$50,000.00","$25,000.00","$50,000.00","$25,000.00","$75,000.00",5/1/77,4/30/79,,,,0,-
RO-1429-78,O,James,,Wiseman,,Boston University,Boston MA 2215,Boston,MA,2215,USA,1978-08,1978,Archaeological Excavation & Analysis of Excavated Materials from the Ancient City of Stobi (Yugoslavia),Humanities,Basic Research,Research Programs,"$58,385.00","$30,507.00","$58,385.00","$30,507.00","$88,892.00",6/1/79,2/28/83,,To support the archaeological excavation and analysis of excavated materials from the ancient city of Stobi (Yugoslavia).,,0,-
FT-0227-79,I,James,L.,Wiser,,Unknown,,,,,,1978-11,1979,"Fellowship, Political Science",Humanities,Summer Stipends,Research Programs,"$2,500.00",$0.00,"$2,500.00",$0.00,"$2,500.00",5/1/79,9/30/79,,,,0,-
RT-0021-78,O,Lila,M.,Wistrand-Robinson,,Kansas State University,Manhattan KS 66506,Manhattan,KS,66506,USA,1977-08,1978,COMANCHE-ENGLISH DICTIONARY: ENGLISH COMANCHE DICTIONARY,Humanities,Reference Materials - Tools,Preservation and Access,"$43,561.19",$0.00,"$43,561.19",$0.00,"$43,561.19",10/1/77,6/30/79,,,,0,-
GM-1565-78,O,Joan,,Witek,,Queens Museum of Art,Flushing NY 11368,Flushing,NY,11368,USA,1978-05,1978,Hindu Deities,Humanities,"Museums and Historical Organizations, Humanities Projects in",Public Programs,"$10,000.00",$0.00,"$10,000.00",$0.00,"$10,000.00",6/1/78,6/30/79,,,,0,-
RE-0728-78,O,Elizabeth,H.,Witherell,,Princeton University,Princeton NJ 8544,Princeton,NJ,8544,USA,1978-02,1978,The Writings of Henry D. Thoreau,Humanities,Editions,Research Programs,"$158,848.00",$0.00,"$158,842.00",$0.00,"$158,842.00",9/1/78,8/31/81,,,,0,-
FB-0135-79,I,Brucia,,Witthoft,,Unknown,,,,,,1978-11,1979,"Fellowship, Art",Humanities,Fellowships for College Teachers and Independent Scholars,Research Programs,"$10,125.00",$0.00,"$10,125.00",$0.00,"$10,125.00",7/1/79,6/30/80,,,,0,-
GM-1059-79,O,Arthur,H.,Wolf,,"Millicent Rogers Museum, Inc.",Taos NM 87571,Taos,NM,87571,USA,1979-05,1979,Cultural Interpretation of Millicent Rogers Museum's Collections,"History, General","Museums and Historical Organizations, Humanities Projects in",Public Programs,"$9,512.77",$0.00,"$9,512.77",$0.00,"$9,512.77",8/1/79,1/31/80,,To develop a long-range program for the cultural and historical interpretive display of the Museum's permanent collections.,,0,-
GY-0623-79,O,Dale,,Wolf,,Bismarck High School,Bismarck ND 58501,Bismarck,ND,58501,USA,1979-02,1979,A Study of the Heritage of Bismarck High School,Humanities,Younger Scholars - 02/76 thru 02/85,Public Programs,"$4,410.00",$0.00,"$4,410.00",$0.00,"$4,410.00",5/1/79,9/30/79,,To research the history of Bismarck High School and its relationship to the history of the State Capital.,,0,-
CR-0605-77,O,Edwin,,Wolf,II,Library Company of Philadelphia,Philadelphia PA 19107,Philadelphia,PA,19107,USA,1977-05,1977,Challenge Grant,Humanities,Research Challenge Grants,Challenge Grants,$0.00,"$15,000.00",$0.00,"$15,000.00","$15,000.00",1/1/77,6/30/80,,,,0,-
RC-0793-78,O,Edwin,,Wolf,II,Library Company of Philadelphia,Philadelphia PA 19107,Philadelphia,PA,19107,USA,1978-02,1978,Cataloguing 19th Century Printed Material,Humanities,Reference Materials - Access,Preservation and Access,"$38,013.84",$0.00,"$38,013.84",$0.00,"$38,013.84",7/1/78,6/30/80,,,,0,-
GN-0606-78,O,Ronald,P.,Wolf,,WKPC-TV,Louisville KY 40201,Louisville,KY,40201,USA,1978-02,1978,Humanities Planning Grant,Humanities,"Media, Humanities Projects in",Public Programs,"$16,150.00",$0.00,"$16,150.00",$0.00,"$16,150.00",4/1/78,4/30/79,,,,0,-
EC-0717-79,O,Donald,H.,Wolfe,,Wake Forest University,Winston-Salem NC 27109,Winston-Salem,NC,27109,USA,1978-08,1979,Consultant Grant,Theater History and Criticism; Composition and Rhetoric,Education Consultant Grants,Education Programs,"$4,673.00",$0.00,"$4,673.00",$0.00,"$4,673.00",2/1/79,5/31/80,,Strengthening the Department of Speech and Theatre Arts.,,0,-
FS-0012-78,O,Christophr,,Wolff,,Harvard University,Cambridge MA 2138,Cambridge,MA,2138,USA,1977-08,1978,JOHANN SEBASTIAN BACH,Humanities,Seminars for College Teachers,Education Programs,"$49,292.52",$0.00,"$49,292.52",$0.00,"$49,292.52",1/1/79,9/30/79,,,,0,-
